id,mean_cc_gain,mean_cross_gain,zone,model
114,1.5652380069766034,1.272498830978634,ablation,01_ablation_horizontal
46,1.5464964864226196,1.6084445745576832,ablation,01_ablation_horizontal
19,1.4879237285313383,1.6616085848467002,ablation,01_ablation_horizontal
37,1.6068666520917922,1.5776277011675197,ablation,01_ablation_horizontal
65,1.5016307710819248,1.5776875550914007,ablation,01_ablation_horizontal
62,1.6385390551172692,1.5506753194189422,ablation,01_ablation_horizontal
97,1.5421386357195135,1.7453835051974322,ablation,01_ablation_horizontal
0,1.5553475342992633,1.7783264461866188,ablation,01_ablation_horizontal
79,1.5428004288355435,1.4727107605253529,ablation,01_ablation_horizontal
12,1.5578674689933378,1.8354838880375488,ablation,01_ablation_horizontal
99,1.3386234005703999,1.6671234981303993,ablation,01_ablation_horizontal
21,1.4528575946318707,1.929657884680854,ablation,01_ablation_horizontal
112,1.8812170918678361,1.9206259944206436,ablation,01_ablation_horizontal
67,1.8016935693128684,1.98561353262533,ablation,01_ablation_horizontal
113,1.5657481167310512,1.4968470711622608,ablation,01_ablation_horizontal
55,1.7589851746713123,1.831125680839261,ablation,01_ablation_horizontal
49,1.6721205218778086,1.299468399244406,ablation,01_ablation_horizontal
77,1.517279810932719,1.9092617041239819,ablation,01_ablation_horizontal
101,1.8117881278437102,1.7045177502491895,ablation,01_ablation_horizontal
50,1.385314087568365,1.5961543577877089,ablation,01_ablation_horizontal
27,1.4542978275799534,1.6436182913059931,ablation,01_ablation_horizontal
87,1.4953989776161662,1.6696916520387723,ablation,01_ablation_horizontal
98,1.3753088647346874,1.727109911915213,ablation,01_ablation_horizontal
28,1.6041908363741277,1.6291299635832739,ablation,01_ablation_horizontal
29,1.387074314655242,1.3557430392497167,ablation,01_ablation_horizontal
71,1.979655098138092,1.577488465843768,ablation,01_ablation_horizontal
69,3.648000023090532,1.353812657391267,ablation,01_ablation_horizontal
116,1.5213512145886052,1.6726435198977392,ablation,01_ablation_horizontal
24,1.5178534413721307,1.750431694628223,ablation,01_ablation_horizontal
84,1.5626928966281972,1.3144602280103772,ablation,01_ablation_horizontal
20,1.5013460187349605,1.5867059583117993,ablation,01_ablation_horizontal
2,1.380378686608294,1.5265040311898275,ablation,01_ablation_horizontal
6,1.5412043513196174,1.5462926007657871,ablation,01_ablation_horizontal
30,1.4824879162018565,1.6614625864183616,ablation,01_ablation_horizontal
47,1.662405931866084,1.6250528759192797,ablation,01_ablation_horizontal
38,1.4741921822954125,1.8295060057965085,ablation,01_ablation_horizontal
74,1.4983857080164686,1.9801619495781395,ablation,01_ablation_horizontal
40,1.557757615436568,1.6478753145196354,ablation,01_ablation_horizontal
31,1.6026118100873152,1.737621272513892,ablation,01_ablation_horizontal
36,1.7173383519927135,1.8029272552634268,ablation,01_ablation_horizontal
83,1.6605662061828959,1.786805473827879,ablation,01_ablation_horizontal
5,1.6080454156649004,1.755563446487642,ablation,01_ablation_horizontal
51,1.5501301977952888,2.2388597814905467,ablation,01_ablation_horizontal
34,1.3996280428211079,1.7613406240478962,ablation,01_ablation_horizontal
68,1.4934150543932159,1.8312415019580601,ablation,01_ablation_horizontal
72,1.5891262930623875,1.5348179813586478,ablation,01_ablation_horizontal
25,1.5462928757319907,1.777485277182037,ablation,01_ablation_horizontal
85,1.7646616637044659,1.411576914516368,ablation,01_ablation_horizontal
7,1.7533112530202863,1.8791091371228847,ablation,01_ablation_horizontal
59,1.4582039244582177,1.7864201370976247,ablation,01_ablation_horizontal
8,1.5758744598000978,1.7882851024097786,ablation,01_ablation_horizontal
4,1.5244544822782324,1.9759120041627487,ablation,01_ablation_horizontal
117,1.8041895574153717,1.5143951237765845,ablation,01_ablation_horizontal
88,1.5492945826843951,1.5970308675441793,ablation,01_ablation_horizontal
42,1.472221460355719,1.529967792696483,ablation,01_ablation_horizontal
91,1.5084490818317964,1.672853420652966,ablation,01_ablation_horizontal
33,1.6060384104544951,1.622480442017654,ablation,01_ablation_horizontal
63,1.5217904870996537,1.2564420342919174,ablation,01_ablation_horizontal
118,1.5215873684150254,1.5014688485580134,ablation,01_ablation_horizontal
14,1.5687095895455818,1.4863514344865145,ablation,01_ablation_horizontal
41,1.4492269012524062,1.4755302642118806,ablation,01_ablation_horizontal
45,1.557194907607235,1.78638114598634,ablation,01_ablation_horizontal
92,1.6825520580762614,1.6241194474464433,ablation,01_ablation_horizontal
89,1.4530777530034016,1.6378487529351957,ablation,01_ablation_horizontal
109,1.4680016181302513,1.5241648052069627,ablation,01_ablation_horizontal
48,1.5623991153466263,1.5678548472054288,ablation,01_ablation_horizontal
102,1.5908168664535354,1.6684564449874961,ablation,01_ablation_horizontal
56,1.559935777494716,1.8276522413887732,ablation,01_ablation_horizontal
81,1.7489760078067562,1.4831970591973316,ablation,01_ablation_horizontal
11,1.661442040794239,1.7379297001859961,ablation,01_ablation_horizontal
110,1.9891681722236156,1.5531314919974362,ablation,01_ablation_horizontal
103,1.525670948608034,1.4502753820287306,ablation,01_ablation_horizontal
115,1.5182253377189756,1.4457673768978474,ablation,01_ablation_horizontal
60,1.6656772779129099,1.626034958383892,ablation,01_ablation_horizontal
26,1.4809839589622453,1.5879464805544354,ablation,01_ablation_horizontal
93,1.593532793918732,1.752395554501027,ablation,01_ablation_horizontal
17,1.5890819963035203,1.8999359456511662,ablation,01_ablation_horizontal
119,1.6104087573320598,1.4493849516782986,ablation,01_ablation_horizontal
35,1.6250483456862086,1.9063344338797747,ablation,01_ablation_horizontal
52,1.6007792333098791,1.3238713420472794,ablation,01_ablation_horizontal
10,1.541010598865603,1.4442637564607297,ablation,01_ablation_horizontal
57,1.641117931796084,1.867766655955954,ablation,01_ablation_horizontal
18,1.4541678982442405,1.4337304254561374,ablation,01_ablation_horizontal
106,1.7472682311746843,1.6641480381870095,ablation,01_ablation_horizontal
3,1.349763566125905,1.4887646989877978,ablation,01_ablation_horizontal
105,1.4795083472956576,1.6019641426401185,ablation,01_ablation_horizontal
32,1.5864319170090726,1.896422237046441,ablation,01_ablation_horizontal
66,1.4941057764456824,1.4581365271687445,ablation,01_ablation_horizontal
80,1.8146770474340754,1.9780619718600623,ablation,01_ablation_horizontal
1,1.431352704852086,2.3100293198075588,ablation,01_ablation_horizontal
82,1.649385718585247,1.8122330142960852,ablation,01_ablation_horizontal
73,1.7183098902958753,1.6074340898787731,ablation,01_ablation_horizontal
44,1.5435273927093678,1.972628056521907,ablation,01_ablation_horizontal
76,1.4947524007188178,1.2062853478573161,ablation,01_ablation_horizontal
64,1.613588113760488,1.502070124201395,ablation,01_ablation_horizontal
15,1.5584232568427434,1.7166002047157947,ablation,01_ablation_horizontal
104,1.5818233077573691,1.4532164493669448,ablation,01_ablation_horizontal
13,1.4337497945652156,1.7319500466784632,ablation,01_ablation_horizontal
96,2.1501519479999027,1.916444176673068,ablation,01_ablation_horizontal
70,1.5940718527942686,1.3541663293838309,ablation,01_ablation_horizontal
100,1.58640228279204,1.7805513327683038,ablation,01_ablation_horizontal
107,1.5211894102227608,1.626625201155593,ablation,01_ablation_horizontal
111,1.638217278690356,1.3210565597807258,ablation,01_ablation_horizontal
75,3.6043831740736607,1.5441106371094329,ablation,01_ablation_horizontal
9,1.5514995914449397,1.7284375737563202,ablation,01_ablation_horizontal
43,1.5458240241038046,1.9615063349765478,ablation,01_ablation_horizontal
16,1.53842446831048,1.4581388674981801,ablation,01_ablation_horizontal
78,1.5587499596853363,1.646792593333925,ablation,01_ablation_horizontal
54,1.9294799654127863,2.075868457228885,ablation,01_ablation_horizontal
39,1.6897367080167314,1.6534084988021576,ablation,01_ablation_horizontal
61,1.5671560785173755,1.5909149735095258,ablation,01_ablation_horizontal
22,1.601821712172995,1.9909904123576514,ablation,01_ablation_horizontal
108,1.5838389658063157,1.4551787420034927,ablation,01_ablation_horizontal
86,1.597928612969635,1.8320453548411813,ablation,01_ablation_horizontal
94,1.8861144751371668,1.842539818801227,ablation,01_ablation_horizontal
90,1.4613336955472083,1.3453502120508738,ablation,01_ablation_horizontal
95,1.6377136697925239,1.2872327751826087,ablation,01_ablation_horizontal
58,1.4701359779816012,1.3889772887312428,ablation,01_ablation_horizontal
23,1.9145278387455367,1.5560019909891138,ablation,01_ablation_horizontal
53,1.5711253491527182,1.391826372604887,ablation,01_ablation_horizontal
65,1.4077396422287354,1.2386161438464882,accumulation,01_ablation_horizontal
116,1.7696173601760734,2.135277629976785,accumulation,01_ablation_horizontal
118,1.7466771194456427,1.893913095245362,accumulation,01_ablation_horizontal
48,1.8393361712553844,2.399420609246932,accumulation,01_ablation_horizontal
111,2.65390468476884,1.3378598264880055,accumulation,01_ablation_horizontal
93,1.368259890402427,2.130829263420737,accumulation,01_ablation_horizontal
