Wall time,Step,Value
1700077954.476528,5,0.08762016892433167
1700077959.862955,6,0.08753417432308197
1700077981.397158,10,0.08494523167610168
1700077986.799364,11,0.08442879468202591
1700077997.575045,13,0.08352015167474747
1700078002.968554,14,0.08235056698322296
1700078008.374316,15,0.0826307088136673
1700078019.169415,17,0.08124906569719315
1700078024.518556,18,0.08070533722639084
1700078029.909737,19,0.07962585985660553
1700078035.290289,20,0.07872091978788376
1700078056.793293,24,0.07692454755306244
1700078105.069382,33,0.07475187629461288
1700078110.417692,34,0.07478614896535873
1700078121.128873,36,0.07409658282995224
1700078137.210136,39,0.07418754696846008
1700078142.590862,40,0.07442469894886017
1700078153.278388,42,0.07448597997426987
1700078163.970103,44,0.07320062816143036
1700078169.313717,45,0.07346707582473755
1700078179.993092,47,0.0732039287686348
1700078190.732442,49,0.07230443507432938
1700078196.060137,50,0.07076054811477661
1700078212.075681,53,0.07345526665449142
1700078217.456329,54,0.07148087024688721
1700078222.829684,55,0.07224171608686447
1700078228.166701,56,0.0718449279665947
1700078233.497138,57,0.07103817909955978
1700078249.48635,60,0.07242593914270401
1700078254.870079,61,0.0712302178144455
1700078265.565615,63,0.07242924720048904
1700078276.246142,65,0.07125581800937653
1700078281.589268,66,0.07109498232603073
1700078286.935305,67,0.07117965072393417
1700078292.275137,68,0.0717160776257515
1700078308.269353,71,0.0713646411895752
1700078313.668388,72,0.07150369137525558
1700078319.014707,73,0.0708119198679924
1700078324.358768,74,0.070894256234169
1700078335.087336,76,0.07133004069328308
1700078351.373117,79,0.06990779936313629
1700078378.056193,84,0.07048629969358444
1700078383.394236,85,0.06984224915504456
1700078388.733956,86,0.06884803622961044
1700078394.069401,87,0.06971743702888489
1700078399.420965,88,0.06976273655891418
1700078404.752944,89,0.06978856772184372
1700078431.474898,94,0.06900719553232193
1700078474.301243,102,0.07003527879714966
1700078490.307007,105,0.06950418651103973
1700078495.636932,106,0.06966620683670044
1700078533.058398,113,0.06844909489154816
1700078549.069495,116,0.06919527798891068
1700078559.732104,118,0.06888826936483383
1700078565.065685,119,0.06814754754304886
1700078570.405349,120,0.06782978773117065
1700078591.721958,124,0.06828975677490234
1700078597.05881,125,0.06866123527288437
1700078602.396265,126,0.06773865222930908
1700078618.390458,129,0.06911148130893707
1700078623.723405,130,0.06825114786624908
1700078639.702336,133,0.06770100444555283
1700078661.099555,137,0.067257821559906
1700078671.774523,139,0.06874275952577591
1700078682.465151,141,0.06738588958978653
1700078687.816054,142,0.06831395626068115
1700078693.146904,143,0.0678299069404602
1700078698.467912,144,0.06705852597951889
1700078719.832223,148,0.0672464370727539
1700078730.516357,150,0.06787135452032089
1700078746.515828,153,0.06840665638446808
1700078751.823528,154,0.06719541549682617
1700078757.195758,155,0.06703690439462662
1700078767.85374,157,0.06727031618356705
1700078773.181342,158,0.06755968928337097
1700078778.523804,159,0.06689229607582092
1700078794.566574,162,0.06733795255422592
1700078805.228199,164,0.06718891859054565
1700078810.562509,165,0.06629283726215363
1700078821.230855,167,0.06696873903274536
1700078826.573904,168,0.06690900772809982
1700078842.598545,171,0.06693484634160995
1700078869.292148,176,0.06736645847558975
1700078874.611893,177,0.06649922579526901
1700078879.939296,178,0.06642094999551773
1700078890.613163,180,0.06700544059276581
1700078895.943889,181,0.06629923731088638
1700078906.58498,183,0.0673941969871521
1700078917.252278,185,0.06783872097730637
1700078922.618454,186,0.06724358350038528
1700078927.970922,187,0.06612271070480347
1700078933.310733,188,0.06603027880191803
1700078943.990147,190,0.06663719564676285
1700078949.327084,191,0.06752506643533707
1700078986.686642,198,0.06677860766649246
1700079008.051092,202,0.06578176468610764
1700079029.404633,206,0.06644833087921143
1700079034.746961,207,0.06561682373285294
1700079040.094838,208,0.0661347508430481
1700079061.453964,212,0.06647583842277527
1700079077.46238,215,0.0663478896021843
1700079093.508874,218,0.06706247478723526
1700079098.85171,219,0.06651122123003006
1700079114.92748,222,0.06673535704612732
1700079120.27603,223,0.06570632010698318
1700079130.951099,225,0.06634022295475006
1700079136.294149,226,0.06541215628385544
1700079141.647401,227,0.06550971418619156
1700079152.331668,229,0.0663740262389183
1700079157.676061,230,0.06675474345684052
1700079168.35856,232,0.06531991809606552
1700079173.703914,233,0.06694547832012177
1700079179.038979,234,0.06694015860557556
1700079195.084021,237,0.0662400871515274
1700079211.109381,240,0.0665460005402565
1700079237.800045,245,0.06598177552223206
1700079248.443514,247,0.06637541204690933
1700079259.112728,249,0.06612542271614075
1700079264.442212,250,0.06623467057943344
1700079291.183473,255,0.06623763591051102
1700079307.168872,258,0.06568289548158646
1700079312.495933,259,0.06568515300750732
1700079317.822411,260,0.06652465462684631
1700079323.158957,261,0.06566345691680908
1700079333.819668,263,0.065980926156044
