Wall time,Step,Value
1700067210.276646,5,0.08967075496912003
1700067215.645568,6,0.0891694575548172
1700067237.285603,10,0.08722478896379471
1700067242.814141,11,0.08734825998544693
1700067253.920892,13,0.08684054017066956
1700067259.310283,14,0.08655514568090439
1700067264.650341,15,0.08602453023195267
1700067275.531758,17,0.08524495363235474
1700067280.986933,18,0.0856628268957138
1700067286.383072,19,0.08504767715930939
1700067291.742492,20,0.08467119932174683
1700067313.318487,24,0.08327666670084
1700067362.014117,33,0.08078888803720474
1700067367.461539,34,0.08046472817659378
1700067378.259856,36,0.08126051723957062
1700067394.450211,39,0.08039747923612595
1700067399.853555,40,0.08068832010030746
1700067410.53231,42,0.07933574169874191
1700067421.2577,44,0.07920392602682114
1700067426.598279,45,0.07906734198331833
1700067437.273076,47,0.07896436005830765
1700067447.977268,49,0.0782284215092659
1700067453.325322,50,0.07763326168060303
1700067469.455024,53,0.07805725932121277
1700067474.790512,54,0.07805009931325912
1700067480.134574,55,0.07730226218700409
1700067485.519447,56,0.07692137360572815
1700067490.874182,57,0.07728419452905655
1700067506.965229,60,0.07679968327283859
1700067512.294997,61,0.07666777074337006
1700067523.0157,63,0.07656310498714447
1700067533.702344,65,0.07605820149183273
1700067539.082242,66,0.0758025124669075
1700067544.429525,67,0.07673251628875732
1700067549.783906,68,0.07699193805456161
1700067565.834447,71,0.07573354989290237
1700067571.189995,72,0.07530194520950317
1700067576.592197,73,0.07570450007915497
1700067581.968692,74,0.07522054761648178
1700067592.668769,76,0.07484307885169983
1700067608.741254,79,0.07556413114070892
1700067635.573594,84,0.07487989217042923
1700067640.934236,85,0.0746006965637207
1700067646.290311,86,0.07487989217042923
1700067651.641234,87,0.07482912391424179
1700067657.006219,88,0.07437863945960999
1700067662.372582,89,0.0741531252861023
1700067689.294488,94,0.07490804046392441
1700067732.21099,102,0.07415574043989182
1700067748.291487,105,0.07393419742584229
1700067753.650964,106,0.07376670092344284
1700067791.190793,113,0.07387226074934006
1700067807.22298,116,0.07357905060052872
1700067818.138629,118,0.07313524931669235
1700067823.483571,119,0.07353995740413666
1700067828.830781,120,0.07308188080787659
1700067850.306293,124,0.07332466542720795
1700067855.649087,125,0.07298716902732849
1700067860.992901,126,0.07263335585594177
1700067877.089497,129,0.07244610041379929
1700067882.429429,130,0.0729261264204979
1700067898.495289,133,0.07260872423648834
1700067919.984235,137,0.07297299057245255
1700067930.672474,139,0.07336293905973434
1700067941.370834,141,0.07220528274774551
1700067946.751178,142,0.0728338360786438
1700067952.110539,143,0.0723252221941948
1700067957.475019,144,0.07206543534994125
1700067978.862088,148,0.07170182466506958
1700067989.563153,150,0.0725020170211792
1700068005.594608,153,0.07165723294019699
1700068010.950123,154,0.07270456850528717
1700068016.334553,155,0.07270073145627975
1700068027.043794,157,0.07194311171770096
1700068032.397972,158,0.07257774472236633
1700068037.754967,159,0.07265084236860275
1700068053.813694,162,0.07168284058570862
1700068064.49876,164,0.07113443315029144
1700068069.863973,165,0.07149713486433029
1700068080.56648,167,0.07185801863670349
1700068085.92193,168,0.07224483788013458
1700068102.01416,171,0.07188039273023605
1700068128.805957,176,0.07221488654613495
1700068134.155032,177,0.0706397220492363
1700068139.48607,178,0.07146309316158295
1700068150.204051,180,0.07210375368595123
1700068155.533302,181,0.07019919902086258
1700068166.209513,183,0.07135846465826035
1700068176.86256,185,0.07150194048881531
1700068182.218891,186,0.07094436883926392
1700068187.570531,187,0.07109492272138596
1700068192.916248,188,0.07115188241004944
1700068203.633149,190,0.07149885594844818
1700068208.991965,191,0.07119065523147583
1700068246.454822,198,0.07065152376890182
1700068267.942247,202,0.07020264863967896
1700068289.353347,206,0.07063879817724228
1700068294.715986,207,0.07099799811840057
1700068300.078195,208,0.07043679058551788
1700068321.562433,212,0.0697096586227417
1700068337.630759,215,0.06946678459644318
1700068353.754142,218,0.07145097106695175
1700068359.102456,219,0.0703301951289177
1700068375.199672,222,0.07118447870016098
1700068380.584322,223,0.07038785517215729
1700068391.343325,225,0.0707167461514473
1700068396.686207,226,0.07069898396730423
1700068402.049733,227,0.07010502368211746
1700068412.770523,229,0.06992553174495697
1700068418.14611,230,0.06996004283428192
1700068428.849055,232,0.06971438974142075
1700068434.206175,233,0.06986790895462036
1700068439.569216,234,0.06994613260030746
1700068455.638174,237,0.07064776867628098
1700068471.723765,240,0.07013750076293945
1700068498.531201,245,0.06945609301328659
1700068509.253844,247,0.07057931274175644
1700068519.998004,249,0.07008416950702667
1700068525.360091,250,0.07041293382644653
1700068552.143974,255,0.0694829598069191
