Wall time,Step,Value
1700164464.529414,5,0.0901951864361763
1700164471.702485,6,0.08978022634983063
1700164500.420781,10,0.08852861821651459
1700164507.597208,11,0.08841977268457413
1700164521.915675,13,0.08759475499391556
1700164529.083504,14,0.08724293112754822
1700164536.247868,15,0.08689753711223602
1700164550.552651,17,0.0862206220626831
1700164557.711606,18,0.08567987382411957
1700164564.814137,19,0.08488398790359497
1700164571.968434,20,0.08454185724258423
1700164600.540704,24,0.08278647065162659
1700164664.710907,33,0.07950394600629807
1700164671.858991,34,0.07971150428056717
1700164686.086526,36,0.07887155562639236
1700164707.469392,39,0.07828020304441452
1700164714.629493,40,0.07829584926366806
1700164728.84572,42,0.07802464067935944
1700164743.058506,44,0.0771886557340622
1700164750.16046,45,0.07747723907232285
1700164764.398226,47,0.07751508802175522
1700164778.617742,49,0.07652180641889572
1700164785.701338,50,0.07642610371112823
1700164807.009188,53,0.07624105364084244
1700164814.163215,54,0.07654096186161041
1700164821.318713,55,0.0762815922498703
1700164828.410773,56,0.07611270993947983
1700164835.496826,57,0.07609067857265472
1700164856.782589,60,0.07616101205348969
1700164863.873415,61,0.07582724094390869
1700164878.048799,63,0.07584433257579803
1700164892.278071,65,0.07644561678171158
1700164899.373329,66,0.07548246532678604
1700164906.507612,67,0.07518042623996735
1700164913.594441,68,0.07540224492549896
1700164934.977153,71,0.07453444600105286
1700164942.07055,72,0.07474733889102936
1700164949.224736,73,0.0749967098236084
1700164956.352991,74,0.07461269944906235
1700164970.566028,76,0.0749339684844017
1700164991.892931,79,0.07471926510334015
1700165027.445991,84,0.07393921911716461
1700165034.555299,85,0.07478868216276169
1700165041.642671,86,0.07420313358306885
1700165048.729699,87,0.0736522302031517
1700165055.839468,88,0.07430917024612427
1700165062.943035,89,0.07420344650745392
1700165098.727627,94,0.07314611226320267
1700165155.482522,102,0.07316974550485611
1700165176.751933,105,0.07312982529401779
1700165183.868567,106,0.073072150349617
1700165233.548839,113,0.07292753458023071
1700165254.847444,116,0.07285986095666885
1700165268.993802,118,0.07250605523586273
1700165276.061491,119,0.07246855646371841
1700165283.153416,120,0.07317475229501724
1700165311.529017,124,0.07225009799003601
1700165318.657175,125,0.0724845826625824
1700165325.751783,126,0.07275660336017609
1700165347.047849,129,0.07229413092136383
1700165354.12816,130,0.07146560400724411
1700165375.429081,133,0.0723099336028099
1700165403.815729,137,0.07202064990997314
1700165417.991658,139,0.07158201187849045
1700165432.188797,141,0.07238685339689255
1700165439.285283,142,0.07134410738945007
1700165446.381339,143,0.07157091051340103
1700165453.483575,144,0.0724458396434784
1700165481.873352,148,0.07162965834140778
1700165496.066792,150,0.07116807997226715
1700165517.382666,153,0.07181689143180847
1700165524.519602,154,0.07146184891462326
1700165531.618491,155,0.07108911871910095
1700165545.79254,157,0.07168718427419662
1700165552.886316,158,0.07128282636404037
1700165559.970966,159,0.0718156099319458
1700165581.198006,162,0.07115088403224945
1700165595.348741,164,0.07106592506170273
1700165602.434936,165,0.0715525671839714
1700165616.622782,167,0.071043461561203
1700165623.716412,168,0.0714714527130127
1700165645.297835,171,0.07120256870985031
1700165680.698356,176,0.07087229192256927
1700165687.780041,177,0.07027068734169006
1700165694.855732,178,0.07091399282217026
1700165709.326268,180,0.07046685367822647
1700165716.401989,181,0.07056991010904312
1700165730.579022,183,0.07038267701864243
1700165744.752639,185,0.07095721364021301
1700165751.833015,186,0.07047386467456818
1700165758.913995,187,0.07123567909002304
1700165765.995992,188,0.07065217196941376
1700165780.182617,190,0.06955693662166595
1700165787.26396,191,0.07023992389440536
1700165836.895469,198,0.06969056278467178
1700165865.29261,202,0.07064541429281235
1700165893.67286,206,0.07053586095571518
1700165900.752871,207,0.0703345313668251
1700165907.894426,208,0.06993597745895386
1700165936.52613,212,0.06968116760253906
1700165957.805858,215,0.07091259211301804
1700165979.037131,218,0.06997379660606384
1700165986.123902,219,0.06867817789316177
1700166007.418766,222,0.06979899108409882
1700166014.514213,223,0.06891368329524994
1700166028.718243,225,0.06994231790304184
1700166035.794286,226,0.06962747871875763
1700166042.880801,227,0.06864859163761139
1700166057.071984,229,0.06967581808567047
1700166064.146389,230,0.06959439069032669
1700166078.335776,232,0.07023481279611588
1700166085.408841,233,0.0692555233836174
1700166092.49972,234,0.06925871968269348
1700166113.772158,237,0.06960411369800568
1700166135.042347,240,0.06981460750102997
1700166170.455312,245,0.06891503930091858
1700166184.625765,247,0.06861382722854614
1700166198.884738,249,0.06842521578073502
1700166205.976487,250,0.06934385001659393
1700166241.450106,255,0.06874183565378189
1700166262.692922,258,0.0685858279466629
1700166269.766085,259,0.06946618109941483
1700166276.850232,260,0.06911369413137436
1700166283.939834,261,0.06859258562326431
1700166298.123156,263,0.0689665824174881
1700166326.506496,267,0.06899481266736984
1700166340.692992,269,0.06842517852783203
1700166354.832533,271,0.06943772733211517
1700166368.982732,273,0.06895715743303299
1700166404.473673,278,0.0681968629360199
1700166418.646158,280,0.0684855729341507
1700166446.956307,284,0.06814677268266678
1700166482.296036,289,0.06840845942497253
1700166496.46966,291,0.06774113327264786
